Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly
TRX-74BF07DE,2025-09-20,Makassar Port,Robinsonborough,Diesel Van (Euro 4),Mixed Route,122.5,18.2,Normal,32.163,0
TRX-F841B987,2025-02-26,Medan Distribution,Zamoraville,Electric Van (EV),Mixed Route,142.7,2.8,Low,6.552,1
TRX-A884C317,2025-01-13,Medan Distribution,New Erinmouth,Electric Van (EV),Mixed Route,76.2,7.6,Normal,3.936,1
TRX-EDAFEFFA,2025-01-09,Jakarta Fulfillment Center,Ricemouth,Drone Delivery,Urban Last Mile,1.8,17.8,Low,0.016,1
TRX-43AC13F7,2025-12-29,Jakarta Fulfillment Center,East Feliciaberg,Cargo Bicycle,Urban Last Mile,14.3,13.2,Normal,0.0,1
TRX-AF5BAE6C,2025-05-26,Makassar Port,South Sean,Heavy Truck,Inter-City,256.1,1667.6,High,293.682,0
TRX-2FB84F4F,2025-01-13,Semarang Depot,Vickietown,Heavy Truck,Inter-City,396.6,533.4,Normal,324.883,0
TRX-D64BDF07,2025-07-18,Makassar Port,Pamelabury,Electric Van (EV),Mixed Route,27.0,29.2,High,1.326,1
TRX-7FD21492,2025-04-22,Jakarta Fulfillment Center,Ashleymouth,Heavy Truck,Inter-City,450.9,3881.6,High,569.543,0
TRX-233D015B,2025-04-23,Surabaya Warehouse,West Samanthafurt,Diesel Van (Euro 6),Mixed Route,27.3,15.3,Severe Congestion,7.857,0
TRX-093021E8,2025-11-19,Medan Distribution,Cookshire,Diesel Van (Euro 6),Mixed Route,98.2,25.2,Normal,18.972,0
TRX-996A59C9,2025-01-31,Jakarta Fulfillment Center,Port Anita,Electric Van (EV),Mixed Route,114.4,28.3,High,5.567,1
TRX-2285B601,2025-10-08,Medan Distribution,North Christina,Diesel Van (Euro 6),Mixed Route,146.6,1.5,Normal,26.933,0
TRX-16F6EE08,2025-06-08,Makassar Port,Petersonberg,Electric Van (EV),Mixed Route,24.7,12.8,Low,1.259,1
TRX-4B9CEA89,2025-01-13,Semarang Depot,Thompsonport,Diesel Van (Euro 6),Mixed Route,137.9,19.8,Normal,26.524,0
TRX-7F360174,2025-01-17,Makassar Port,Taylorview,Diesel Van (Euro 4),Mixed Route,131.3,28.5,Severe Congestion,53.909,0
TRX-5C15E5AD,2025-11-25,Semarang Depot,Joneston,Cargo Bicycle,Urban Last Mile,11.2,22.0,Normal,0.0,1
TRX-A947DDC5,2025-05-19,Bandung Hub,Mooreburgh,Cargo Bicycle,Urban Last Mile,13.5,4.7,High,0.0,1
TRX-BE5C6572,2025-09-15,Jakarta Fulfillment Center,West Juliechester,Heavy Truck,Inter-City,567.8,4543.6,Normal,577.649,0
TRX-6C64A4C9,2025-04-23,Jakarta Fulfillment Center,South Lisaberg,Heavy Truck,Inter-City,258.4,4119.7,Normal,249.071,0
TRX-EB074043,2025-12-15,Jakarta Fulfillment Center,East Adammouth,Diesel Van (Euro 4),Mixed Route,139.7,11.6,High,46.93,0
TRX-CD64D703,2025-03-01,Surabaya Warehouse,Williamsmouth,Heavy Truck,Inter-City,596.5,1172.2,Normal,561.309,0
TRX-AAA02173,2025-04-05,Semarang Depot,Sarahborough,Electric Van (EV),Mixed Route,59.4,26.6,High,3.261,1
TRX-8DB600BB,2025-07-02,Jakarta Fulfillment Center,Josephton,Electric Van (EV),Mixed Route,63.9,12.3,High,3.547,1
TRX-4B8CCB95,2025-02-07,Makassar Port,Welchbury,Diesel Van (Euro 6),Mixed Route,146.7,22.0,High,37.0,0
TRX-A068CBAF,2025-04-21,Medan Distribution,Carsonville,Drone Delivery,Urban Last Mile,14.7,26.3,Severe Congestion,0.171,1
TRX-F11D3518,2025-02-23,Makassar Port,Amyton,Motorcycle (Courier),Inter-District,35.6,21.4,Low,3.331,0
TRX-4133B04D,2025-12-19,Semarang Depot,East Sarahstad,Diesel Van (Euro 6),Mixed Route,63.5,13.0,High,15.962,0
TRX-3E36CCFB,2025-12-16,Makassar Port,Port Ronnie,Motorcycle (Courier),Inter-District,10.3,14.2,Low,0.967,0
TRX-EFF944C5,2025-09-09,Surabaya Warehouse,South Matthew,Motorcycle (Courier),Inter-District,21.7,18.7,Normal,2.263,0
TRX-3629C30C,2025-01-15,Medan Distribution,Angelaside,Diesel Van (Euro 6),Mixed Route,23.4,29.2,Normal,4.389,0
TRX-0B42123D,2025-10-27,Jakarta Fulfillment Center,New Helen,Electric Van (EV),Mixed Route,90.2,15.5,High,4.92,1
TRX-820EAEAC,2025-05-22,Bandung Hub,South Natalieview,Motorcycle (Courier),Inter-District,31.4,11.8,Normal,3.142,0
TRX-8223FC71,2025-12-26,Jakarta Fulfillment Center,South Lorishire,Cargo Bicycle,Urban Last Mile,4.0,21.5,Normal,0.0,1
TRX-EE5E6098,2025-09-02,Medan Distribution,Lake Bradbury,Heavy Truck,Inter-City,487.2,3005.7,High,523.714,0
TRX-D8153BA9,2025-12-12,Surabaya Warehouse,Port Jasmin,Electric Van (EV),Mixed Route,125.7,5.8,High,6.662,1
TRX-00D970D0,2025-12-05,Jakarta Fulfillment Center,North David,Cargo Bicycle,Urban Last Mile,3.3,4.9,High,0.0,1
TRX-55B30CA3,2025-01-17,Bandung Hub,North Phillip,Diesel Van (Euro 6),Mixed Route,99.0,18.3,Normal,18.237,0
TRX-6BC1B410,2025-10-29,Bandung Hub,Port Nicole,Heavy Truck,Inter-City,571.0,560.6,Severe Congestion,721.088,0
TRX-B7C7F248,2025-02-10,Medan Distribution,Michellechester,Cargo Bicycle,Urban Last Mile,1.8,14.8,High,0.0,1
TRX-E1567F19,2025-08-07,Medan Distribution,North Michelle,Motorcycle (Courier),Inter-District,27.6,13.4,Normal,2.824,0
TRX-2B1920CC,2025-03-10,Semarang Depot,Janetport,Electric Van (EV),Mixed Route,28.8,2.1,High,1.504,1
TRX-5164356F,2025-01-26,Makassar Port,Brownland,Diesel Van (Euro 4),Mixed Route,146.1,24.2,Normal,43.969,0
TRX-41547CA1,2025-10-01,Semarang Depot,Victoriaview,Motorcycle (Courier),Inter-District,19.8,23.6,High,2.436,0
TRX-0718F9AE,2025-09-23,Medan Distribution,Port Roger,Motorcycle (Courier),Inter-District,35.4,28.9,High,4.811,0
TRX-65B43734,2025-07-15,Surabaya Warehouse,Karenton,Diesel Van (Euro 6),Mixed Route,16.5,10.2,High,3.842,0
TRX-72685790,2025-01-13,Medan Distribution,Cherylmouth,Motorcycle (Courier),Inter-District,26.5,1.7,Normal,2.384,0
TRX-1828D467,2025-05-18,Semarang Depot,Kruegerland,Diesel Van (Euro 6),Mixed Route,19.7,13.3,Normal,3.939,0
TRX-81D57066,2025-09-05,Semarang Depot,Lake Michelle,Electric Van (EV),Mixed Route,133.0,17.0,Normal,7.887,1
TRX-67E17174,2025-08-23,Makassar Port,North Shelia,Diesel Van (Euro 4),Mixed Route,120.2,7.4,High,46.788,0
TRX-F34EEA48,2025-11-25,Semarang Depot,Maryhaven,Electric Van (EV),Mixed Route,136.6,16.8,Normal,6.754,1
TRX-86DE0E18,2025-08-10,Medan Distribution,Gonzalezport,Diesel Van (Euro 6),Mixed Route,99.5,3.3,Severe Congestion,31.901,0
TRX-94E01565,2025-11-09,Makassar Port,New Christopher,Heavy Truck,Inter-City,604.9,3385.3,Severe Congestion,949.743,0
TRX-5F44173B,2025-03-20,Bandung Hub,Port Aaron,Cargo Bicycle,Urban Last Mile,12.4,10.9,High,0.0,1
TRX-FB8B53D4,2025-10-31,Semarang Depot,South Tiffanyport,Diesel Van (Euro 4),Mixed Route,12.2,1.5,Normal,3.58,0
TRX-ECC1E410,2025-07-09,Bandung Hub,Aguilarshire,Diesel Van (Euro 4),Mixed Route,12.1,4.1,Severe Congestion,5.709,0
TRX-D6E1C8F3,2025-12-15,Jakarta Fulfillment Center,Kristiborough,Heavy Truck,Inter-City,332.0,2475.6,Normal,306.089,0
TRX-0E153F80,2026-01-02,Makassar Port,Port Tracy,Cargo Bicycle,Urban Last Mile,6.8,3.8,High,0.0,1
TRX-86C3C927,2025-11-29,Jakarta Fulfillment Center,Craigburgh,Diesel Van (Euro 6),Mixed Route,134.9,27.8,Low,23.568,0
TRX-32A534F6,2025-03-02,Jakarta Fulfillment Center,East Matthewton,Drone Delivery,Urban Last Mile,5.7,6.5,Severe Congestion,0.042,1
TRX-97B46384,2025-04-08,Jakarta Fulfillment Center,Robinborough,Drone Delivery,Urban Last Mile,6.2,19.5,Normal,0.053,1
TRX-7BFC0B9F,2025-11-02,Semarang Depot,Lake George,Cargo Bicycle,Urban Last Mile,14.9,15.3,Severe Congestion,0.0,1
TRX-8A740CE9,2025-07-16,Semarang Depot,East Johnfurt,Cargo Bicycle,Urban Last Mile,3.8,14.9,Low,0.0,1
TRX-2B597812,2025-03-14,Semarang Depot,New Kristine,Drone Delivery,Urban Last Mile,2.3,4.3,Low,0.013,1
TRX-E8057D51,2025-09-18,Semarang Depot,Port Susan,Motorcycle (Courier),Inter-District,12.4,4.5,Normal,1.169,0
TRX-1A5FF8B8,2025-02-06,Medan Distribution,Allenport,Motorcycle (Courier),Inter-District,38.7,3.7,Severe Congestion,5.629,0
TRX-354417D5,2025-11-19,Surabaya Warehouse,North Sharonshire,Cargo Bicycle,Urban Last Mile,10.6,5.5,High,0.0,1
TRX-5F4DF3E7,2025-07-31,Semarang Depot,Sandrachester,Heavy Truck,Inter-City,290.4,641.1,Severe Congestion,428.278,0
TRX-C5525AAC,2025-03-29,Jakarta Fulfillment Center,Glendaport,Electric Van (EV),Mixed Route,120.7,22.2,Severe Congestion,7.255,1
TRX-A47D98A8,2025-12-28,Semarang Depot,Gregoryfurt,Diesel Van (Euro 6),Mixed Route,119.3,16.3,High,29.344,0
TRX-FDA144C4,2025-10-18,Jakarta Fulfillment Center,Timothyhaven,Diesel Van (Euro 6),Mixed Route,133.9,28.2,Normal,25.851,0
TRX-03521A6F,2025-02-17,Bandung Hub,Novakton,Diesel Van (Euro 4),Mixed Route,57.2,17.8,Normal,17.327,0
TRX-7C572684,2025-10-14,Makassar Port,Port Richard,Electric Van (EV),Mixed Route,24.4,27.2,Normal,1.15,1
TRX-AF6AA3C8,2025-09-26,Makassar Port,Harristown,Diesel Van (Euro 4),Mixed Route,63.8,23.7,Low,18.48,0
TRX-4127204F,2025-11-19,Jakarta Fulfillment Center,Leonardside,Cargo Bicycle,Urban Last Mile,14.2,12.6,Low,0.0,1
TRX-73774C29,2025-12-22,Bandung Hub,Davidbury,Electric Van (EV),Mixed Route,19.4,15.8,Severe Congestion,1.014,1
TRX-0D713C01,2025-10-23,Bandung Hub,Susanmouth,Heavy Truck,Inter-City,131.8,4945.8,Normal,119.785,0
TRX-CC8BD083,2025-02-21,Medan Distribution,Brandonmouth,Heavy Truck,Inter-City,547.1,4487.1,High,635.843,0
TRX-45D778D5,2026-01-01,Makassar Port,New Tanner,Drone Delivery,Urban Last Mile,6.1,0.8,Normal,0.031,1
TRX-13924A86,2025-07-28,Makassar Port,Lake Aaronfurt,Diesel Van (Euro 6),Mixed Route,18.0,17.9,Low,3.066,0
TRX-396A56D3,2025-03-03,Makassar Port,Joeburgh,Drone Delivery,Urban Last Mile,8.3,16.5,Severe Congestion,0.08,1
TRX-02CB27CD,2025-08-14,Semarang Depot,Rodgersburgh,Diesel Van (Euro 6),Mixed Route,113.9,6.1,Normal,21.263,0
TRX-F9FA872D,2025-07-09,Makassar Port,Port Matthew,Drone Delivery,Urban Last Mile,5.9,27.7,Low,0.06,1
TRX-27F34430,2025-08-13,Semarang Depot,East Jessicabury,Drone Delivery,Urban Last Mile,4.2,3.9,Normal,0.024,1
TRX-02C41288,2025-01-11,Medan Distribution,Powellberg,Motorcycle (Courier),Inter-District,38.9,11.9,High,4.692,0
TRX-01E60133,2025-03-14,Semarang Depot,New Seantown,Cargo Bicycle,Urban Last Mile,10.6,28.3,Low,0.0,1
TRX-67B364B9,2025-01-16,Bandung Hub,New Kevinborough,Electric Van (EV),Mixed Route,119.5,28.5,Normal,5.994,1
TRX-884FB616,2025-10-14,Medan Distribution,Crawfordside,Motorcycle (Courier),Inter-District,15.8,10.2,Normal,1.686,0
TRX-9F48448C,2025-07-12,Semarang Depot,West Billy,Drone Delivery,Urban Last Mile,5.2,12.2,High,0.044,1
TRX-3AC266D8,2025-09-25,Semarang Depot,Davistown,Electric Van (EV),Mixed Route,114.3,21.5,Normal,5.682,1
TRX-D3AC12CE,2025-06-20,Surabaya Warehouse,East Roberto,Diesel Van (Euro 6),Mixed Route,42.6,22.7,High,10.921,0
TRX-B3EF442E,2025-12-21,Makassar Port,Williamshaven,Electric Van (EV),Mixed Route,20.1,10.3,High,1.086,1
TRX-C0C7654D,2025-05-10,Surabaya Warehouse,Snyderhaven,Heavy Truck,Inter-City,318.0,1762.4,Normal,291.446,0
TRX-A46307B0,2025-05-25,Medan Distribution,Daleville,Diesel Van (Euro 6),Mixed Route,91.6,14.8,Low,15.357,0
TRX-3AF0D0A2,2025-06-25,Makassar Port,South Yolanda,Diesel Van (Euro 4),Mixed Route,125.3,5.9,High,47.241,0
TRX-978D340E,2025-04-02,Surabaya Warehouse,Melissaburgh,Diesel Van (Euro 6),Mixed Route,98.3,8.7,Low,16.931,0
TRX-7645A7CD,2025-07-24,Medan Distribution,Jackmouth,Heavy Truck,Inter-City,624.8,2777.7,Low,501.399,0
TRX-6651DD93,2025-05-05,Makassar Port,Kevinchester,Diesel Van (Euro 4),Mixed Route,40.2,14.3,High,14.557,0
TRX-2E4972CE,2025-04-21,Medan Distribution,East Dianemouth,Cargo Bicycle,Urban Last Mile,9.2,24.2,High,0.0,1
TRX-71F8C05C,2025-10-21,Semarang Depot,Leefurt,Electric Van (EV),Mixed Route,106.3,6.4,Normal,5.587,1
TRX-17BDABE1,2025-12-12,Bandung Hub,Lindaton,Diesel Van (Euro 6),Mixed Route,22.3,15.9,Low,3.738,0
TRX-27FA28DE,2025-09-30,Surabaya Warehouse,West Michael,Drone Delivery,Urban Last Mile,1.3,19.3,Normal,0.012,1
TRX-56986909,2025-05-15,Jakarta Fulfillment Center,North Christopher,Heavy Truck,Inter-City,349.4,4399.6,Normal,336.751,0
TRX-17CCF95D,2025-05-25,Surabaya Warehouse,Port Ian,Motorcycle (Courier),Inter-District,37.7,4.3,Normal,3.854,0
TRX-D8B8AF25,2025-03-26,Jakarta Fulfillment Center,West David,Drone Delivery,Urban Last Mile,2.5,17.7,Low,0.019,1
TRX-DFEB9559,2025-05-14,Jakarta Fulfillment Center,South Paula,Drone Delivery,Urban Last Mile,9.6,20.2,Low,0.084,1
TRX-340E6D64,2025-10-19,Jakarta Fulfillment Center,Port Lindaton,Heavy Truck,Inter-City,226.2,4585.1,High,287.801,0
TRX-68AF97C7,2025-05-18,Semarang Depot,East Timothy,Cargo Bicycle,Urban Last Mile,6.2,14.6,Low,0.0,1
TRX-D54E88A0,2025-04-25,Semarang Depot,Port Linda,Cargo Bicycle,Urban Last Mile,12.5,29.3,High,0.0,1
TRX-BFE1B14D,2025-03-24,Semarang Depot,South Justin,Cargo Bicycle,Urban Last Mile,6.6,29.6,Normal,0.0,1
TRX-45BD945F,2025-02-17,Bandung Hub,Berryberg,Drone Delivery,Urban Last Mile,1.7,25.3,Low,0.017,1
TRX-B2E8068D,2025-03-19,Makassar Port,Harrisport,Diesel Van (Euro 4),Mixed Route,56.4,21.3,High,20.601,0
TRX-C4D4F53C,2025-08-30,Bandung Hub,Stephenmouth,Diesel Van (Euro 6),Mixed Route,15.8,17.6,High,4.282,0
TRX-52FD5B38,2025-09-17,Jakarta Fulfillment Center,South Jamie,Motorcycle (Courier),Inter-District,21.2,2.1,Normal,2.151,0
TRX-910C986F,2025-04-16,Jakarta Fulfillment Center,Wongland,Diesel Van (Euro 6),Mixed Route,78.3,27.2,Normal,15.432,0
TRX-E5C1D2A8,2025-10-30,Semarang Depot,Johnland,Diesel Van (Euro 6),Mixed Route,12.6,29.5,High,3.14,0
TRX-AE8BB2EB,2025-02-08,Medan Distribution,West Jennifershire,Diesel Van (Euro 6),Mixed Route,70.0,12.2,High,17.223,0
TRX-6DF667F3,2025-06-07,Makassar Port,Port Rogerview,Drone Delivery,Urban Last Mile,9.7,1.2,Low,0.049,1
TRX-B2870450,2025-08-03,Jakarta Fulfillment Center,Bradyfort,Drone Delivery,Urban Last Mile,4.7,26.2,Low,0.049,1
TRX-1864B9CA,2025-03-27,Makassar Port,Sarahfurt,Diesel Van (Euro 4),Mixed Route,121.0,21.4,High,46.425,0
TRX-3F94213D,2025-07-03,Makassar Port,South Susan,Cargo Bicycle,Urban Last Mile,9.0,29.2,High,0.0,1
TRX-F729B89E,2025-10-26,Makassar Port,Kristinborough,Cargo Bicycle,Urban Last Mile,13.2,3.0,Normal,0.0,1
TRX-4AC2FED1,2025-09-11,Jakarta Fulfillment Center,Alexisland,Heavy Truck,Inter-City,799.9,4277.7,High,1067.481,0
TRX-9421111E,2025-11-13,Medan Distribution,Port Julie,Cargo Bicycle,Urban Last Mile,1.8,4.9,Normal,0.0,1
TRX-6ADC44F2,2025-12-18,Makassar Port,Hunterbury,Motorcycle (Courier),Inter-District,18.0,1.4,High,2.048,0
TRX-39FB0BD7,2025-11-23,Surabaya Warehouse,Port Kim,Cargo Bicycle,Urban Last Mile,5.7,1.6,Low,0.0,1
TRX-52BB429F,2025-12-12,Makassar Port,Billyberg,Motorcycle (Courier),Inter-District,11.9,0.8,Low,0.923,0
TRX-E4FEED8D,2025-01-11,Surabaya Warehouse,North Charleston,Heavy Truck,Inter-City,178.1,2574.0,Normal,164.882,0
TRX-7D511343,2025-12-24,Surabaya Warehouse,Katherinefurt,Heavy Truck,Inter-City,452.7,4296.3,Normal,452.244,0
TRX-F9BD85C2,2025-01-31,Surabaya Warehouse,South Lisa,Cargo Bicycle,Urban Last Mile,14.8,3.8,High,0.0,1
TRX-895AEF37,2025-12-29,Bandung Hub,Jameschester,Motorcycle (Courier),Inter-District,14.6,3.6,Normal,1.343,0
TRX-AD065D02,2025-03-18,Surabaya Warehouse,Williamhaven,Electric Van (EV),Mixed Route,38.5,19.9,Severe Congestion,2.277,1
TRX-A5BFE9B9,2025-05-23,Jakarta Fulfillment Center,Zamorafort,Electric Van (EV),Mixed Route,72.8,14.3,Normal,3.825,1
TRX-9392D8D5,2025-12-31,Medan Distribution,New Tara,Electric Van (EV),Mixed Route,32.1,7.7,Normal,1.709,1
TRX-F70754E3,2025-04-23,Semarang Depot,Moranbury,Cargo Bicycle,Urban Last Mile,13.4,14.0,Normal,0.0,1
TRX-C27E2E5D,2025-04-11,Makassar Port,Mercerfort,Drone Delivery,Urban Last Mile,7.9,24.3,Normal,0.078,1
TRX-972BB8F9,2025-04-29,Bandung Hub,New Jackhaven,Cargo Bicycle,Urban Last Mile,1.6,24.2,High,0.0,1
TRX-94D0B1F6,2025-08-13,Surabaya Warehouse,North Valerie,Diesel Van (Euro 6),Mixed Route,96.2,3.6,Normal,17.183,0
TRX-1B509F95,2025-03-08,Jakarta Fulfillment Center,Lake Steveville,Diesel Van (Euro 4),Mixed Route,142.2,25.8,High,47.769,0
TRX-1EE7DF10,2025-05-21,Bandung Hub,Justinhaven,Diesel Van (Euro 4),Mixed Route,65.5,22.3,Severe Congestion,28.12,0
TRX-0ED1E5E0,2025-06-04,Semarang Depot,West Adamport,Heavy Truck,Inter-City,556.5,4015.2,Normal,526.974,0
TRX-FF13D99F,2025-03-21,Medan Distribution,Robertsview,Motorcycle (Courier),Inter-District,16.9,25.3,Severe Congestion,2.823,0
TRX-754DE550,2025-12-01,Bandung Hub,East Crystalville,Electric Van (EV),Mixed Route,79.0,28.1,Low,3.93,1
TRX-A36FA8DC,2025-12-14,Jakarta Fulfillment Center,East Anna,Drone Delivery,Urban Last Mile,10.7,18.1,Low,0.089,1
TRX-2911962F,2025-12-28,Makassar Port,South Christinahaven,Diesel Van (Euro 6),Mixed Route,123.4,25.2,Normal,22.194,0
TRX-AF432CF7,2025-02-16,Semarang Depot,Joanburgh,Motorcycle (Courier),Inter-District,23.2,14.7,High,3.287,0
TRX-B643EA69,2025-06-27,Jakarta Fulfillment Center,Port Zachary,Diesel Van (Euro 4),Mixed Route,21.2,2.1,High,7.396,0
TRX-D4DCF1D7,2025-12-03,Semarang Depot,Hernandezburgh,Motorcycle (Courier),Inter-District,28.9,26.1,High,3.606,0
TRX-3007F6A2,2025-02-03,Bandung Hub,North Joshua,Motorcycle (Courier),Inter-District,24.7,21.5,Normal,2.702,0
TRX-613B5AC9,2025-07-11,Makassar Port,North Sarah,Electric Van (EV),Mixed Route,50.0,7.8,High,2.536,1
TRX-5D80043B,2025-06-28,Medan Distribution,Mcculloughhaven,Cargo Bicycle,Urban Last Mile,5.5,14.2,High,0.0,1
TRX-77ED10FB,2025-01-27,Makassar Port,Danielview,Motorcycle (Courier),Inter-District,8.7,21.0,High,1.185,0
TRX-255673C6,2025-10-20,Jakarta Fulfillment Center,South Robert,Diesel Van (Euro 6),Mixed Route,118.2,10.1,Normal,24.203,0
TRX-D0B0C021,2025-02-25,Bandung Hub,Jonathanland,Cargo Bicycle,Urban Last Mile,13.8,8.2,Low,0.0,1
TRX-F37874BA,2025-05-17,Surabaya Warehouse,Patriciamouth,Drone Delivery,Urban Last Mile,2.8,21.2,High,0.024,1
TRX-1B9456AA,2025-08-31,Surabaya Warehouse,Tiffanyberg,Electric Van (EV),Mixed Route,147.1,13.6,Low,6.721,1
TRX-AA053D0A,2025-03-02,Medan Distribution,Jorgeton,Heavy Truck,Inter-City,517.7,3029.3,Low,409.723,0
TRX-884B5B61,2025-09-29,Makassar Port,Stonehaven,Diesel Van (Euro 6),Mixed Route,59.3,15.2,Severe Congestion,18.592,0
TRX-C4569B94,2025-10-09,Semarang Depot,Hayesside,Heavy Truck,Inter-City,433.7,4876.0,High,529.095,0
TRX-7BEB3E01,2025-04-16,Semarang Depot,East Kayla,Diesel Van (Euro 4),Mixed Route,90.7,29.1,Normal,23.773,0
TRX-20AA5746,2025-10-29,Semarang Depot,North Elizabeth,Diesel Van (Euro 4),Mixed Route,79.7,2.7,High,26.687,0
TRX-3F5B8C51,2025-03-19,Makassar Port,East Jonathan,Motorcycle (Courier),Inter-District,8.5,28.0,Normal,0.927,0
TRX-7CB813DB,2025-05-18,Makassar Port,Triciachester,Diesel Van (Euro 6),Mixed Route,15.3,3.6,Normal,2.825,0
TRX-AC4F9D85,2025-04-01,Makassar Port,East Matthew,Motorcycle (Courier),Inter-District,37.4,24.8,High,5.014,0
TRX-BABC133A,2025-09-03,Jakarta Fulfillment Center,Anthonyton,Diesel Van (Euro 6),Mixed Route,20.7,17.7,Normal,3.887,0
TRX-8FAF54FE,2025-12-31,Makassar Port,Kristinfort,Drone Delivery,Urban Last Mile,9.5,3.3,Normal,0.056,1
TRX-ADABA573,2025-10-18,Semarang Depot,Austinbury,Drone Delivery,Urban Last Mile,6.6,15.1,Low,0.046,1
TRX-F34AAEA7,2025-01-08,Makassar Port,Wendyburgh,Diesel Van (Euro 6),Mixed Route,81.1,12.7,High,20.223,0
TRX-4DE7B79E,2025-07-13,Bandung Hub,East Sandra,Motorcycle (Courier),Inter-District,16.0,8.0,Severe Congestion,2.274,0
TRX-9A90F9E7,2025-07-03,Semarang Depot,West Ashley,Diesel Van (Euro 6),Mixed Route,90.6,4.3,Low,14.397,0
TRX-C6285D69,2025-02-19,Surabaya Warehouse,Michaelview,Diesel Van (Euro 6),Mixed Route,136.5,18.7,Low,24.062,0
TRX-1C5DBBD2,2025-11-15,Makassar Port,Suttonchester,Cargo Bicycle,Urban Last Mile,12.1,25.2,Normal,0.0,1
TRX-F7D0AF7D,2025-02-07,Medan Distribution,Bettymouth,Heavy Truck,Inter-City,522.7,1306.7,Normal,472.891,0
TRX-91BA2E37,2026-01-02,Jakarta Fulfillment Center,Port Josephfort,Drone Delivery,Urban Last Mile,5.4,20.9,Normal,0.047,1
TRX-90CF17C3,2025-12-01,Makassar Port,South Amy,Diesel Van (Euro 6),Mixed Route,12.4,14.7,High,2.986,0
TRX-916920FC,2025-02-13,Surabaya Warehouse,Paulland,Motorcycle (Courier),Inter-District,38.7,2.6,Low,2.98,0
TRX-4C307486,2025-11-24,Jakarta Fulfillment Center,Davilaland,Diesel Van (Euro 6),Mixed Route,94.4,16.2,High,23.48,0
TRX-5275D51A,2025-04-26,Medan Distribution,South Tamara,Electric Van (EV),Mixed Route,12.9,19.9,Normal,0.599,1
TRX-AA193CC5,2025-01-24,Surabaya Warehouse,Port Markton,Motorcycle (Courier),Inter-District,6.0,21.3,Low,0.54,0
TRX-ED9EA172,2025-04-30,Bandung Hub,Waterstown,Cargo Bicycle,Urban Last Mile,9.4,23.5,Severe Congestion,0.0,1
TRX-46A179C5,2025-12-06,Makassar Port,Johnsonview,Drone Delivery,Urban Last Mile,10.1,14.8,Normal,0.077,1
TRX-CC04CB15,2025-02-12,Bandung Hub,West Christopherhaven,Diesel Van (Euro 4),Mixed Route,23.2,11.8,Low,5.634,0
TRX-D8BB1D69,2025-06-18,Surabaya Warehouse,Millerborough,Heavy Truck,Inter-City,466.4,2742.6,High,526.543,0
TRX-842B2FF4,2025-02-19,Medan Distribution,Robertchester,Diesel Van (Euro 4),Mixed Route,108.0,8.6,High,39.425,0
TRX-ECAB0DA1,2025-04-24,Bandung Hub,Hillberg,Cargo Bicycle,Urban Last Mile,14.8,1.3,Normal,0.0,1
TRX-D86DA3B0,2025-08-01,Makassar Port,Sonyachester,Diesel Van (Euro 4),Mixed Route,23.9,6.8,Low,5.887,0
TRX-1496A049,2025-04-07,Medan Distribution,West Michaeltown,Heavy Truck,Inter-City,511.0,2793.6,Normal,451.868,0
TRX-2A099B68,2025-03-30,Semarang Depot,West Robertland,Diesel Van (Euro 6),Mixed Route,38.9,23.1,High,9.482,0
TRX-DFE716C0,2025-12-13,Semarang Depot,Tonyaburgh,Cargo Bicycle,Urban Last Mile,8.7,20.8,Low,0.0,1
TRX-4F8D02AB,2025-08-03,Jakarta Fulfillment Center,Lake Kathy,Electric Van (EV),Mixed Route,126.7,8.5,Severe Congestion,7.091,1
TRX-392A8E06,2025-06-23,Bandung Hub,Sharonland,Diesel Van (Euro 6),Mixed Route,11.4,28.3,Low,2.006,0
TRX-358E6C52,2025-01-20,Jakarta Fulfillment Center,South Norman,Diesel Van (Euro 4),Mixed Route,92.4,18.2,Low,23.178,0
TRX-2EB34974,2025-10-02,Semarang Depot,West Cathyport,Diesel Van (Euro 6),Mixed Route,128.4,18.2,Severe Congestion,38.03,0
TRX-8B0C7544,2025-06-22,Surabaya Warehouse,East Jeff,Drone Delivery,Urban Last Mile,9.7,3.6,High,0.056,1
TRX-435A0F63,2025-03-17,Bandung Hub,North Austin,Diesel Van (Euro 4),Mixed Route,141.2,3.3,Normal,38.655,0
TRX-2944E495,2025-09-04,Makassar Port,Elizabethmouth,Cargo Bicycle,Urban Last Mile,11.1,14.0,High,0.0,1
TRX-736599B9,2025-11-18,Makassar Port,Lake Olivia,Diesel Van (Euro 4),Mixed Route,63.4,16.4,High,23.377,0
TRX-79947149,2025-02-09,Makassar Port,Wallermouth,Motorcycle (Courier),Inter-District,24.9,23.8,Low,2.454,0
TRX-87AA0F83,2025-12-23,Bandung Hub,Farmerport,Diesel Van (Euro 6),Mixed Route,98.9,20.9,High,21.777,0
TRX-BDF54B53,2025-03-29,Bandung Hub,Jennaton,Diesel Van (Euro 4),Mixed Route,16.3,3.1,High,5.894,0
TRX-221660FB,2025-06-16,Surabaya Warehouse,Murphyburgh,Electric Van (EV),Mixed Route,45.5,6.5,Low,2.32,1
